k,Energy (eV)
3.193584,-10.045161
3.216574,-10.094142
3.239554,-10.141764
3.262544,-10.183941
3.285534,-10.223398
3.308524,-10.258773
3.331514,-10.290066
3.354504,-10.315917
3.377494,-10.337686
3.400474,-10.354013
3.423464,-10.366259
3.446454,-10.374422
3.469444,-10.375783
,
,
2.802774,-9.285958
2.825764,-9.279155
2.848754,-9.276434
2.871744,-9.277794
2.894734,-9.284597
2.917724,-9.295483
2.940704,-9.311809
2.963694,-9.332217
2.986684,-9.359429
3.009674,-9.389362
3.032664,-9.424737
3.055654,-9.464194
3.078644,-9.505012
3.101624,-9.549911
3.124614,-9.59481
3.147604,-9.64243
3.170594,-9.688689
3.193584,-9.73495
3.216574,-9.781209
3.239554,-9.824747
3.262544,-9.865565
3.285534,-9.903661
3.308524,-9.939036
3.331514,-9.968969
3.354504,-9.996181
3.377494,-10.01795
3.400474,-10.035638
3.423464,-10.049244
3.446454,-10.056046
3.469444,-10.058768
,
,
2.802774,-4.760669
2.825764,-4.771554
2.848754,-4.798766
2.871744,-4.825977
2.894734,-4.843665
2.917724,-4.845025
2.940704,-4.830058
2.963694,-4.798766
2.986684,-4.751145
3.009674,-4.688559
3.032664,-4.612366
3.055654,-4.525289
3.078644,-4.427327
3.101624,-4.322563
3.124614,-4.213717
3.147604,-4.103509
3.170594,-3.996023
3.193584,-3.896701
3.216574,-3.806903
3.239554,-3.732071
3.262544,-3.672206
3.285534,-3.628667
3.308524,-3.598734
3.331514,-3.578326
3.354504,-3.567441
3.377494,-3.561998
3.400474,-3.559278
3.423464,-3.557917
3.446454,-3.557917
3.469444,-3.557917
,
,
2.802774,-4.760669
2.825764,-4.770194
2.848754,-4.78516
2.871744,-4.797405
2.894734,-4.802847
2.917724,-4.798766
2.940704,-4.783799
2.963694,-4.753866
2.986684,-4.710328
3.009674,-4.653183
3.032664,-4.579712
3.055654,-4.493995
3.078644,-4.393312
3.101624,-4.281745
3.124614,-4.159293
3.147604,-4.028677
3.170594,-3.89262
3.193584,-3.755201
3.216574,-3.617782
3.239554,-3.489888
3.262544,-3.372878
3.285534,-3.274916
3.308524,-3.196002
3.331514,-3.138858
3.354504,-3.098041
3.377494,-3.070829
3.400474,-3.053141
3.423464,-3.043617
3.446454,-3.038175
3.469444,-3.036815
,
,
2.802774,-4.379707
2.825764,-4.349774
2.848754,-4.273582
2.871744,-4.172899
2.894734,-4.05861
2.917724,-3.933437
2.940704,-3.80146
2.963694,-3.664042
2.986684,-3.51982
3.009674,-3.372878
3.032664,-3.221853
3.055654,-3.069468
3.078644,-2.917084
3.101624,-2.76742
3.124614,-2.620477
3.147604,-2.481698
3.170594,-2.351082
3.193584,-2.231351
3.216574,-2.117062
3.239554,-2.031346
3.262544,-1.979644
3.285534,-1.903452
3.308524,-1.801408
3.331514,-1.674874
3.354504,-1.533374
3.377494,-1.385071
3.400474,-1.24357
3.423464,-1.122478
3.446454,-1.039483
3.469444,-1.00955
,
,
2.802774,-3.624585
2.825764,-3.610979
2.848754,-3.571522
2.871744,-3.511657
2.894734,-3.434103
2.917724,-3.342945
2.940704,-3.239541
2.963694,-3.126613
2.986684,-3.005521
3.009674,-2.880348
3.032664,-2.749732
3.055654,-2.616395
3.078644,-2.48578
3.101624,-2.360606
3.124614,-2.25176
3.147604,-2.168765
3.170594,-2.118423
3.193584,-2.089851
3.216574,-2.06536
3.239554,-2.001413
3.262544,-1.8776
3.285534,-1.740182
3.308524,-1.589157
3.331514,-1.43133
3.354504,-1.274863
3.377494,-1.148329
3.400474,-1.076219
3.423464,-1.038122
3.446454,-1.016353
3.469444,-1.00955
,
,
2.802774,-1.202753
2.825764,-1.212277
2.848754,-1.229964
2.871744,-1.257176
2.894734,-1.29119
2.917724,-1.332008
2.940704,-1.379628
2.963694,-1.43133
2.986684,-1.487114
3.009674,-1.542898
3.032664,-1.597321
3.055654,-1.649023
3.078644,-1.692562
3.101624,-1.730658
3.124614,-1.757869
3.147604,-1.764672
3.170594,-1.746985
3.193584,-1.703446
3.216574,-1.635417
3.239554,-1.5497
3.262544,-1.457181
3.285534,-1.363301
3.308524,-1.273503
3.331514,-1.191868
3.354504,-1.112954
3.377494,-1.021796
3.400474,-0.900704
3.423464,-0.785055
3.446454,-0.70478
3.469444,-0.676208
,
,
2.802774,-1.202753
2.825764,-1.201392
2.848754,-1.209556
2.871744,-1.227243
2.894734,-1.257176
2.917724,-1.295272
2.940704,-1.342892
2.963694,-1.397316
2.986684,-1.455821
3.009674,-1.518407
3.032664,-1.579633
3.055654,-1.638138
3.078644,-1.68984
3.101624,-1.722494
3.124614,-1.730658
3.147604,-1.704807
3.170594,-1.638138
3.193584,-1.541537
3.216574,-1.428609
3.239554,-1.311599
3.262544,-1.198671
3.285534,-1.092546
3.308524,-0.995945
3.331514,-0.910228
3.354504,-0.836757
3.377494,-0.778252
3.400474,-0.731992
3.423464,-0.700699
3.446454,-0.681651
3.469444,-0.676208
,
,
2.802774,2.127947
2.825764,2.104817
2.848754,2.044952
2.871744,1.979644
2.894734,1.919778
2.917724,1.868076
2.940704,1.825898
2.963694,1.793244
2.986684,1.767393
3.009674,1.745624
3.032664,1.729297
3.055654,1.714331
3.078644,1.702086
3.101624,1.692561
3.124614,1.687119
3.147604,1.685758
3.170594,1.693922
3.193584,1.710249
3.216574,1.737461
3.239554,1.780999
3.262544,1.839504
3.285534,1.917057
3.308524,2.012298
3.331514,2.121144
3.354504,2.198697
3.377494,2.03951
3.400474,1.880322
3.423464,1.742903
3.446454,1.647662
3.469444,1.613648
,
,
2.802774,2.127947
2.825764,2.119784
2.848754,2.112981
2.871744,2.114341
2.894734,2.127947
2.917724,2.155159
2.940704,2.198697
2.963694,2.257202
2.986684,2.330673
3.009674,2.417751
3.032664,2.512991
3.055654,2.616395
3.078644,2.718439
3.101624,2.810958
3.124614,2.881708
3.147604,2.918444
3.170594,2.918444
3.193584,2.884429
3.216574,2.828646
3.239554,2.757896
3.262544,2.6749
3.285534,2.58102
3.308524,2.472174
3.331514,2.34564
3.354504,2.212303
3.377494,2.149716
3.400474,2.006855
3.423464,1.880322
3.446454,1.793244
3.469444,1.763312
,
,
2.802774,2.606871
2.825764,2.643607
2.848754,2.732045
2.871744,2.846333
2.894734,2.971507
2.917724,3.106204
2.940704,3.249065
2.963694,3.398729
2.986684,3.556556
3.009674,3.666763
3.032664,3.661321
3.055654,3.640912
3.078644,3.610979
3.101624,3.579686
3.124614,3.552474
3.147604,3.537508
3.170594,3.541589
3.193584,3.564719
3.216574,3.504854
3.239554,3.327979
3.262544,3.147022
3.285534,2.961983
3.308524,2.775583
3.331514,2.594626
3.354504,2.453126
3.377494,2.491222
3.400474,2.639525
3.423464,2.804155
3.446454,2.949737
3.469444,3.015045
,
,
2.802774,3.268113
2.825764,3.283079
2.848754,3.322536
2.871744,3.37832
2.894734,3.443628
2.917724,3.510297
2.940704,3.571522
2.963694,3.620503
2.986684,3.653157
3.009674,3.722547
3.032664,3.898061
3.055654,3.996023
3.078644,3.932076
3.101624,3.89398
3.124614,3.891259
3.147604,3.930716
3.170594,3.849081
3.193584,3.679008
3.216574,3.608258
3.239554,3.668124
3.262544,3.740234
3.285534,3.791936
3.308524,3.725268
3.331514,3.553835
3.354504,3.37832
3.377494,3.23682
3.400474,3.133416
3.423464,3.065387
3.446454,3.02729
3.469444,3.015045
,
,
2.802774,5.34844
2.825764,5.294017
2.848754,5.168843
2.871744,5.019179
2.894734,4.861352
2.917724,4.706246
2.940704,4.559303
2.963694,4.420524
2.986684,4.29399
3.009674,4.181062
3.032664,4.080379
3.055654,4.0831
3.078644,4.273582
3.101624,4.349774
3.124614,4.186504
3.147604,4.019153
3.170594,4.009629
3.193584,4.118475
3.216574,4.235485
3.239554,4.325284
3.262544,4.31576
3.285534,4.205553
3.308524,4.17698
3.331514,4.284466
3.354504,4.447736
3.377494,4.522568
3.400474,4.279024
3.423464,4.053168
3.446454,3.872211
3.469444,3.796018
,
,
2.802774,6.695414
2.825764,6.551192
2.848754,6.374317
2.871744,6.185196
2.894734,5.990633
2.917724,5.797431
2.940704,5.605589
2.963694,5.41783
2.986684,5.23279
3.009674,5.051833
3.032664,4.873598
3.055654,4.699443
3.078644,4.530731
3.101624,4.484471
3.124614,4.684477
3.147604,4.889925
3.170594,5.08993
3.193584,5.274969
3.216574,5.391979
3.239554,5.144352
3.262544,5.016459
3.285534,5.045031
3.308524,5.152516
3.331514,5.005574
3.354504,4.768833
3.377494,4.636857
3.400474,4.834141
3.423464,5.019179
3.446454,5.157959
3.469444,5.211021
,
,
2.802774,6.695414
2.825764,6.796097
2.848754,6.772967
2.871744,6.647794
2.894734,6.494048
2.917724,6.348466
2.940704,6.223293
2.963694,6.128052
2.986684,6.068186
3.009674,6.046418
3.032664,6.057302
3.055654,6.096758
3.078644,6.152543
3.101624,6.202884
3.124614,6.211048
3.147604,6.128052
3.170594,5.93621
3.193584,5.674979
3.216574,5.423272
3.239554,5.507627
3.262544,5.499465
3.285534,5.3947
3.308524,5.220545
3.331514,5.276329
3.354504,5.39606
3.377494,5.502185
3.400474,5.591984
3.423464,5.664094
3.446454,5.718518
3.469444,5.743008
,
,
2.802774,7.653262
2.825764,7.587954
2.848754,7.722652
2.871744,7.983883
2.894734,8.251917
2.917724,8.393418
2.940704,8.485937
2.963694,8.545802
2.986684,8.464168
3.009674,8.329471
3.032664,8.156677
3.055654,7.95259
3.078644,7.728095
3.101624,7.500877
3.124614,7.304954
3.147604,7.193386
3.170594,7.187944
3.193584,7.230122
3.216574,7.062771
3.239554,6.948482
3.262544,6.881814
3.285534,6.745756
3.308524,6.537587
3.331514,6.3335
3.354504,6.153903
3.377494,6.0056
3.400474,5.889951
3.423464,5.808315
3.446454,5.759336
3.469444,5.743008
,
,
2.802774,7.653262
2.825764,7.81109
2.848754,7.981162
2.871744,8.140349
2.894734,8.277768
2.917724,8.456005
2.940704,8.553967
2.963694,8.555326
2.986684,8.600225
3.009674,8.615192
3.032664,8.578457
3.055654,8.466888
3.078644,8.292735
3.101624,8.087287
3.124614,7.868234
3.147604,7.646459
3.170594,7.430128
3.193584,7.254613
3.216574,7.356656
3.239554,7.424685
3.262544,7.206992
3.285534,7.163454
3.308524,7.277742
3.331514,7.447815
3.354504,7.636935
3.377494,7.525368
3.400474,7.261415
3.423464,7.008348
3.446454,6.813785
3.469444,6.736232
,
,
2.802774,9.796176
2.825764,9.741753
2.848754,9.677806
2.871744,9.616579
2.894734,9.567599
2.917724,9.54855
2.940704,9.532224
2.963694,9.396166
2.986684,9.245141
3.009674,9.088675
3.032664,8.951256
3.055654,8.857376
3.078644,8.789347
3.101624,8.709072
3.124614,8.592063
3.147604,8.426072
3.170594,8.211101
3.193584,7.960753
3.216574,7.691359
3.239554,7.472305
3.262544,7.590676
3.285534,7.700882
3.308524,7.794763
3.331514,7.839662
3.354504,7.749863
3.377494,7.821974
3.400474,7.992047
3.423464,8.130826
3.446454,8.221985
3.469444,8.256
,
,
2.802774,9.796176
2.825764,9.82883
2.848754,9.830191
2.871744,9.798897
2.894734,9.737671
2.917724,9.647873
2.940704,9.560796
2.963694,9.575762
2.986684,9.556714
3.009674,9.490046
3.032664,9.386642
3.055654,9.26555
3.078644,9.140376
3.101624,9.023367
3.124614,8.915881
3.147604,8.822001
3.170594,8.740366
3.193584,8.668255
3.216574,8.605668
3.239554,8.547163
3.262544,8.483216
3.285534,8.404303
3.308524,8.298177
3.331514,8.175725
3.354504,8.122663
3.377494,8.151235
3.400474,8.193412
3.423464,8.227427
3.446454,8.247835
3.469444,8.256
,
,
2.802774,11.438396
2.825764,11.437036
2.848754,11.430232
2.871744,11.416627
2.894734,11.393497
2.917724,11.358122
2.940704,11.305059
2.963694,11.231587
2.986684,11.132265
3.009674,11.008453
3.032664,10.86287
3.055654,10.699601
3.078644,10.529529
3.101624,10.366259
3.124614,10.226119
3.147604,10.121354
3.170594,10.053326
3.193584,10.013868
3.216574,9.99346
3.239554,9.982575
3.262544,9.973052
3.285534,9.958085
3.308524,9.934955
3.331514,9.845157
3.354504,9.749916
3.377494,9.715901
3.400474,9.719983
3.423464,9.687329
3.446454,9.645152
3.469444,9.630185
,
,
2.802774,11.932287
2.825764,11.924123
2.848754,11.899632
2.871744,11.864258
2.894734,11.823441
2.917724,11.794868
2.940704,11.797589
2.963694,11.843849
2.986684,11.935008
3.009674,12.052017
3.032664,12.164946
3.055654,12.24658
3.078644,12.277874
3.101624,12.24522
3.124614,12.147259
3.147604,11.983989
3.170594,11.762214
3.193584,11.49282
3.216574,11.19077
3.239554,10.869674
3.262544,10.551297
3.285534,10.258773
3.308524,10.015229
3.331514,9.90094
3.354504,9.856042
3.377494,9.801619
3.400474,9.743114
3.423464,9.739031
3.446454,9.75808
3.469444,9.764882
,
,
