k,Energy (eV)
1.400744,3.742275
1.425125,3.715064
1.449506,3.704179
1.473887,3.709621
1.498268,3.73139
1.522663,3.765405
1.547045,3.810304
1.571426,3.855203
1.595807,3.876973
,
,
0.8887,5.173605
0.913081,5.150476
0.937462,5.153197
0.961843,5.13687
0.986238,5.105577
1.010619,5.062037
1.035,5.007615
1.059381,4.940946
1.083762,4.886523
1.108143,4.87972
1.132524,4.870196
1.156919,4.857951
1.181301,4.842984
1.205682,4.822576
1.230063,4.796725
1.254444,4.765431
1.278825,4.731417
1.303206,4.697402
1.327587,4.666109
1.351982,4.641619
1.376363,4.625291
1.400744,4.617128
1.425125,4.619849
1.449506,4.633455
1.473887,4.641619
1.498268,4.506921
1.522663,4.383108
1.547045,4.274262
1.571426,4.191267
1.595807,4.155891
,
,
0.8887,5.173605
0.913081,5.169523
0.937462,5.157279
0.961843,5.176327
0.986238,5.215784
1.010619,5.270206
1.035,5.336875
1.059381,5.387217
1.083762,5.353202
1.108143,5.306942
1.132524,5.25388
1.156919,5.196735
1.181301,5.139591
1.205682,5.085167
1.230063,5.037548
1.254444,4.999451
1.278825,4.969518
1.303206,4.946389
1.327587,4.928701
1.351982,4.915095
1.376363,4.904211
1.400744,4.896047
1.425125,4.889244
1.449506,4.783119
1.473887,4.655224
1.498268,4.683796
1.522663,4.719172
1.547045,4.755908
1.571426,4.788561
1.595807,4.804888
,
,
0.8887,5.179048
0.913081,5.232111
0.937462,5.298779
0.961843,5.357284
0.986238,5.39538
1.010619,5.411707
1.035,5.407625
1.059381,5.414428
1.083762,5.501505
1.108143,5.592664
1.132524,5.67838
1.156919,5.74777
1.181301,5.787227
1.205682,5.799472
1.230063,5.791308
1.254444,5.773621
1.278825,5.750491
1.303206,5.716477
1.327587,5.56001
1.351982,5.400822
1.376363,5.242995
1.400744,5.085167
1.425125,4.932783
1.449506,4.885162
1.473887,4.881081
1.498268,4.87836
1.522663,4.875638
1.547045,4.868835
1.571426,4.860672
1.595807,4.853869
,
,
0.8887,5.994035
0.913081,5.994035
0.937462,5.998117
0.961843,6.00628
0.986238,6.023968
1.010619,6.05254
1.035,6.091997
1.059381,6.142338
1.083762,6.200843
1.108143,6.256627
1.132524,6.289281
1.156919,6.292002
1.181301,6.268872
1.205682,6.214449
1.230063,6.124651
1.254444,6.00628
1.278825,5.867501
1.303206,5.723279
1.327587,5.696068
1.351982,5.666135
1.376363,5.634842
1.400744,5.603549
1.425125,5.569534
1.449506,5.534159
1.473887,5.496063
1.498268,5.457966
1.522663,5.417149
1.547045,5.379053
1.571426,5.34912
1.595807,5.336875
,
,
0.8887,5.994035
0.913081,6.00492
0.937462,6.036213
0.961843,6.093357
0.986238,6.173632
1.010619,6.248464
1.035,6.271594
1.059381,6.294723
1.083762,6.317853
1.108143,6.346426
1.132524,6.326016
1.156919,6.328738
1.181301,6.376358
1.205682,6.464796
1.230063,6.581805
1.254444,6.716503
1.278825,6.740993
1.303206,6.751878
1.327587,6.765484
1.351982,6.730109
1.376363,6.577724
1.400744,6.418536
1.425125,6.259348
1.449506,6.105603
1.473887,5.964102
1.498268,5.838929
1.522663,5.738246
1.547045,5.666135
1.571426,5.622597
1.595807,5.608991
,
,
0.8887,6.17091
0.913081,6.174992
0.937462,6.187237
0.961843,6.204925
0.986238,6.226694
1.010619,6.268872
1.035,6.364113
1.059381,6.417175
1.083762,6.399488
1.108143,6.355949
1.132524,6.395406
1.156919,6.467517
1.181301,6.546431
1.205682,6.625344
1.230063,6.690652
1.254444,6.726027
1.278825,6.858004
1.303206,6.970932
1.327587,6.868888
1.351982,6.780451
1.376363,6.796777
1.400744,6.813104
1.425125,6.830791
1.449506,6.845758
1.473887,6.859365
1.498268,6.871609
1.522663,6.881133
1.547045,6.887937
1.571426,6.893378
1.595807,6.894739
,
,
0.8887,7.184543
0.913081,7.162774
0.937462,7.105629
0.961843,7.019913
0.986238,6.92059
1.010619,6.819908
1.035,6.738272
1.059381,6.715142
1.083762,6.777729
1.108143,6.878412
1.132524,6.983177
1.156919,7.074336
1.181301,7.021273
1.205682,6.931475
1.230063,6.893378
1.254444,6.913787
1.278825,6.976374
1.303206,7.030797
1.327587,7.132841
1.351982,7.211755
1.376363,7.285225
1.400744,7.353254
1.425125,7.415842
1.449506,7.470264
1.473887,7.517885
1.498268,7.555981
1.522663,7.587274
1.547045,7.609044
1.571426,7.622649
1.595807,7.62673
,
,
0.8887,8.473012
0.913081,8.419949
0.937462,8.366886
0.961843,8.286613
0.986238,8.176405
1.010619,8.051232
1.035,7.911092
1.059381,7.760068
1.083762,7.602241
1.108143,7.444414
1.132524,7.287947
1.156919,7.143725
1.181301,7.142365
1.205682,7.181822
1.230063,7.187263
1.254444,7.157331
1.278825,7.093384
1.303206,7.053927
1.327587,7.15461
1.351982,7.290668
1.376363,7.419923
1.400744,7.535572
1.425125,7.636255
1.449506,7.719251
1.473887,7.779116
1.498268,7.815852
1.522663,7.830818
1.547045,7.833539
1.571426,7.832178
1.595807,7.832178
,
,
0.8887,8.493421
0.913081,8.448521
0.937462,8.37641
0.961843,8.32743
0.986238,8.298858
1.010619,8.277089
1.035,8.26076
1.059381,8.247156
1.083762,8.237632
1.108143,8.230828
1.132524,8.226748
1.156919,8.224026
1.181301,8.222665
1.205682,8.219944
1.230063,8.214501
1.254444,8.204977
1.278825,8.192732
1.303206,8.176405
1.327587,8.155996
1.351982,8.134227
1.376363,8.109737
1.400744,8.085246
1.425125,8.060757
1.449506,8.040347
1.473887,8.029463
1.498268,8.029463
1.522663,8.040347
1.547045,8.053953
1.571426,8.064837
1.595807,8.068919
,
,
0.8887,8.517911
0.913081,8.551926
0.937462,8.588661
0.961843,8.624036
0.986238,8.658051
1.010619,8.694786
1.035,8.734243
1.059381,8.776421
1.083762,8.81996
1.108143,8.864859
1.132524,8.909758
1.156919,8.954658
1.181301,8.998196
1.205682,9.040374
1.230063,9.07983
1.254444,9.116567
1.278825,9.151941
1.303206,9.187316
1.327587,9.221331
1.351982,9.256706
1.376363,9.2431
1.400744,9.224052
1.425125,9.215889
1.449506,9.21861
1.473887,9.228134
1.498268,9.2431
1.522663,9.259427
1.547045,9.273033
1.571426,9.282557
1.595807,9.285278
,
,
0.8887,8.517911
0.913081,8.588661
0.937462,8.693425
0.961843,8.807714
0.986238,8.922004
1.010619,9.02949
1.035,9.124729
1.059381,9.203644
1.083762,9.26487
1.108143,9.307047
1.132524,9.33562
1.156919,9.353307
1.181301,9.369634
1.205682,9.390043
1.230063,9.415894
1.254444,9.434941
1.278825,9.413173
1.303206,9.364192
1.327587,9.31521
1.351982,9.274394
1.376363,9.294802
1.400744,9.334259
1.425125,9.379158
1.449506,9.428139
1.473887,9.482561
1.498268,9.542427
1.522663,9.609097
1.547045,9.679846
1.571426,9.751957
1.595807,9.798217
,
,
0.8887,10.160131
0.913081,10.15741
0.937462,10.149246
0.961843,10.13564
0.986238,10.115232
1.010619,10.08802
1.035,10.056727
1.059381,10.018631
1.083762,9.975092
1.108143,9.927472
1.132524,9.873049
1.156919,9.813183
1.181301,9.750596
1.205682,9.685289
1.230063,9.625423
1.254444,9.591408
1.278825,9.61862
1.303206,9.693452
1.327587,9.790053
1.351982,9.896178
1.376363,10.007747
1.400744,10.119313
1.425125,10.226799
1.449506,10.328843
1.473887,10.281223
1.498268,10.20503
1.522663,10.122035
1.547045,10.036319
1.571426,9.953322
1.595807,9.904342
,
,
0.8887,10.160131
0.913081,10.160131
0.937462,10.161491
0.961843,10.161491
0.986238,10.162852
1.010619,10.165573
1.035,10.168294
1.059381,10.173738
1.083762,10.18054
1.108143,10.191424
1.132524,10.20503
1.156919,10.222718
1.181301,10.244487
1.205682,10.270338
1.230063,10.300271
1.254444,10.331564
1.278825,10.364218
1.303206,10.394151
1.327587,10.420002
1.351982,10.434968
1.376363,10.43769
1.400744,10.425445
1.425125,10.394151
1.449506,10.34517
1.473887,10.421362
1.498268,10.501637
1.522663,10.568304
1.547045,10.618647
1.571426,10.648579
1.595807,10.659464
,
,
0.8887,12.071746
0.913081,12.077188
0.937462,12.093514
0.961843,12.120727
0.986238,12.157462
1.010619,12.205083
1.035,12.260866
1.059381,12.326175
1.083762,12.398285
1.108143,12.478559
1.132524,12.562915
1.156919,12.651353
1.181301,12.743872
1.205682,12.836391
1.230063,12.731627
1.254444,12.609175
1.278825,12.484002
1.303206,12.358828
1.327587,12.237737
1.351982,12.126169
1.376363,12.026847
1.400744,11.945212
1.425125,11.881265
1.449506,11.836366
1.473887,11.807794
1.498268,11.791466
1.522663,11.783303
1.547045,11.780582
1.571426,11.780582
1.595807,11.780582
,
,
0.8887,13.132998
0.913081,13.141162
0.937462,13.165652
0.961843,13.203748
0.986238,13.251369
1.010619,13.286743
1.035,13.278581
1.059381,13.258171
1.083762,13.226878
1.108143,13.179257
1.132524,13.118032
1.156919,13.040479
1.181301,12.94932
1.205682,12.845916
1.230063,12.928911
1.254444,13.021431
1.278825,13.109869
1.303206,13.195585
1.327587,13.27586
1.351982,13.350691
1.376363,13.418719
1.400744,13.478585
1.425125,13.530288
1.449506,13.573827
1.473887,13.606481
1.498268,13.628249
1.522663,13.640494
1.547045,13.645936
1.571426,13.645936
1.595807,13.645936
,
,
0.8887,13.271777
0.913081,13.274499
0.937462,13.278581
0.961843,13.284022
0.986238,13.288104
1.010619,13.297628
1.035,13.341166
1.059381,13.388787
1.083762,13.445931
1.108143,13.5126
1.132524,13.588793
1.156919,13.673149
1.181301,13.761587
1.205682,13.848662
1.230063,13.928938
1.254444,13.998328
1.278825,14.05411
1.303206,14.093568
1.327587,14.116697
1.351982,14.124862
1.376363,14.119419
1.400744,14.103092
1.425125,14.077242
1.449506,14.048668
1.473887,14.017376
1.498268,13.990163
1.522663,13.968393
1.547045,13.954789
1.571426,13.947987
1.595807,13.945265
,
,
0.8887,13.271777
0.913081,13.274499
0.937462,13.284022
0.961843,13.30171
0.986238,13.333004
1.010619,13.387426
1.035,13.466341
1.059381,13.562942
1.083762,13.671788
1.108143,13.788798
1.132524,13.91261
1.156919,14.041865
1.181301,14.176563
1.205682,14.316703
1.230063,14.463646
1.254444,14.620112
1.278825,14.783381
1.303206,14.953455
1.327587,15.127608
1.351982,15.301763
1.376363,15.473195
1.400744,15.639187
1.425125,15.795652
1.449506,15.938515
1.473887,16.065048
1.498268,16.173895
1.522663,16.260971
1.547045,16.324921
1.571426,16.363016
1.595807,16.376621
,
,
1.595807,-14.580656
1.619197,-14.579295
1.642577,-14.577934
1.665967,-14.573852
1.689357,-14.569771
1.712737,-14.564327
1.736127,-14.557525
1.759517,-14.549362
1.782897,-14.541199
1.806287,-14.533035
1.829677,-14.523512
1.853057,-14.513988
1.876447,-14.504463
1.899837,-14.496299
1.923227,-14.488135
1.946607,-14.481333
1.969997,-14.47589
1.993387,-14.471809
2.016768,-14.469088
2.040158,-14.467727
,
,
1.595807,-13.109868
1.619197,-13.108507
1.642577,-13.108507
1.665967,-13.107146
1.689357,-13.104426
1.712737,-13.103065
1.736127,-13.100344
1.759517,-13.096263
1.782897,-13.09218
1.806287,-13.088099
1.829677,-13.084018
1.853057,-13.079935
1.876447,-13.074493
1.899837,-13.070411
1.923227,-13.064969
1.946607,-13.059526
1.969997,-13.054085
1.993387,-13.050002
2.016768,-13.04456
2.040158,-13.040478
,
,
1.595807,-12.99558
1.619197,-12.99558
1.642577,-12.996941
1.665967,-12.996941
1.689357,-12.998302
1.712737,-12.998302
1.736127,-12.99966
1.759517,-13.001021
1.782897,-13.003743
1.806287,-13.005104
1.829677,-13.007825
1.853057,-13.010546
1.876447,-13.013267
1.899837,-13.015988
1.923227,-13.01871
1.946607,-13.022791
1.969997,-13.026874
1.993387,-13.030954
2.016768,-13.035036
2.040158,-13.040478
,
,
1.595807,-12.832311
1.619197,-12.83367
1.642577,-12.836391
1.665967,-12.840474
1.689357,-12.847276
1.712737,-12.855439
1.736127,-12.863603
1.759517,-12.874488
1.782897,-12.886733
1.806287,-12.898978
1.829677,-12.911224
1.853057,-12.923469
1.876447,-12.935714
1.899837,-12.94796
1.923227,-12.958844
1.946607,-12.968369
1.969997,-12.975171
1.993387,-12.980613
2.016768,-12.984694
2.040158,-12.986055
,
,
1.595807,-8.130145
1.619197,-8.130145
1.642577,-8.128785
1.665967,-8.127424
1.689357,-8.124702
1.712737,-8.121982
1.736127,-8.119261
1.759517,-8.11654
1.782897,-8.112458
1.806287,-8.108377
1.829677,-8.104295
1.853057,-8.100212
1.876447,-8.09613
1.899837,-8.09341
1.923227,-8.089329
1.946607,-8.086607
1.969997,-8.085247
1.993387,-8.083886
2.016768,-8.082525
2.040158,-8.082525
,
,
1.595807,-6.467517
1.619197,-6.467517
1.642577,-6.463435
1.665967,-6.457993
1.689357,-6.449829
1.712737,-6.438944
1.736127,-6.4267
1.759517,-6.411733
1.782897,-6.395406
1.806287,-6.377718
1.829677,-6.35731
1.853057,-6.336901
1.876447,-6.313771
1.899837,-6.289281
1.923227,-6.264791
1.946607,-6.238939
1.969997,-6.211728
1.993387,-6.184516
2.016768,-6.157305
2.040158,-6.130093
,
,
1.595807,-5.804914
1.619197,-5.806275
1.642577,-5.808996
1.665967,-5.814438
1.689357,-5.822602
1.712737,-5.832126
1.736127,-5.84301
1.759517,-5.856617
1.782897,-5.871583
1.806287,-5.88927
1.829677,-5.908319
1.853057,-5.928727
1.876447,-5.950496
1.899837,-5.973627
1.923227,-5.998117
1.946607,-6.022607
1.969997,-6.048458
1.993387,-6.07567
2.016768,-6.102881
2.040158,-6.130093
,
,
1.595807,-5.474294
1.619197,-5.475655
1.642577,-5.477015
1.665967,-5.479736
1.689357,-5.482457
1.712737,-5.486538
1.736127,-5.491981
1.759517,-5.497423
1.782897,-5.504227
1.806287,-5.509669
1.829677,-5.516471
1.853057,-5.523274
1.876447,-5.530077
1.899837,-5.53688
1.923227,-5.542323
1.946607,-5.547765
1.969997,-5.551847
1.993387,-5.554567
2.016768,-5.555928
2.040158,-5.555928
,
,
1.595807,-5.078365
1.619197,-5.077004
1.642577,-5.077004
1.665967,-5.075643
1.689357,-5.074283
1.712737,-5.072922
1.736127,-5.070201
1.759517,-5.06748
1.782897,-5.064759
1.806287,-5.062037
1.829677,-5.059317
1.853057,-5.056595
1.876447,-5.053874
1.899837,-5.051153
1.923227,-5.048432
1.946607,-5.045711
1.969997,-5.04435
1.993387,-5.04299
2.016768,-5.041629
2.040158,-5.041629
,
,
1.595807,-5.036186
1.619197,-5.036186
1.642577,-5.036186
1.665967,-5.034826
1.689357,-5.034826
1.712737,-5.033465
1.736127,-5.032105
1.759517,-5.030745
1.782897,-5.029384
1.806287,-5.028023
1.829677,-5.025302
1.853057,-5.023942
1.876447,-5.021221
1.899837,-5.01986
1.923227,-5.017138
1.946607,-5.014418
1.969997,-5.013057
1.993387,-5.010336
2.016768,-5.008975
2.040158,-5.006254
,
,
1.595807,-4.983124
1.619197,-4.983124
1.642577,-4.983124
1.665967,-4.984485
1.689357,-4.984485
1.712737,-4.984485
1.736127,-4.985846
1.759517,-4.987206
1.782897,-4.988566
1.806287,-4.988566
1.829677,-4.989927
1.853057,-4.991288
1.876447,-4.994009
1.899837,-4.995369
1.923227,-4.99673
1.946607,-4.99809
1.969997,-5.000812
1.993387,-5.002172
2.016768,-5.004893
2.040158,-5.006254
,
,
1.595807,-4.642979
1.619197,-4.642979
1.642577,-4.640257
1.665967,-4.637537
1.689357,-4.632094
1.712737,-4.626652
1.736127,-4.618489
1.759517,-4.608965
1.782897,-4.599441
1.806287,-4.587195
1.829677,-4.57495
1.853057,-4.561345
1.876447,-4.547738
1.899837,-4.551821
1.923227,-4.557262
1.946607,-4.561345
1.969997,-4.565426
1.993387,-4.568147
2.016768,-4.569508
2.040158,-4.570868
,
,
1.595807,-4.487873
1.619197,-4.487873
1.642577,-4.490594
1.665967,-4.493316
1.689357,-4.496037
1.712737,-4.501479
1.736127,-4.506921
1.759517,-4.512364
1.782897,-4.519166
1.806287,-4.52597
1.829677,-4.532772
1.853057,-4.538214
1.876447,-4.545017
1.899837,-4.531412
1.923227,-4.516445
1.946607,-4.500118
1.969997,-4.483791
1.993387,-4.467464
2.016768,-4.452498
2.040158,-4.436171
,
,
1.595807,-4.3178
1.619197,-4.3178
1.642577,-4.3178
1.665967,-4.321883
1.689357,-4.327324
1.712737,-4.334127
1.736127,-4.33957
1.759517,-4.347733
1.782897,-4.353175
1.806287,-4.359979
1.829677,-4.366781
1.853057,-4.372223
1.876447,-4.376305
1.899837,-4.380387
1.923227,-4.384469
1.946607,-4.38719
1.969997,-4.395354
1.993387,-4.408959
2.016768,-4.422565
2.040158,-4.436171
,
,
1.595807,-4.315079
1.619197,-4.315079
1.642577,-4.3178
1.665967,-4.319161
1.689357,-4.320522
1.712737,-4.323243
1.736127,-4.325964
1.759517,-4.328685
1.782897,-4.332767
1.806287,-4.336849
1.829677,-4.34229
1.853057,-4.349094
1.876447,-4.355897
1.899837,-4.36406
1.923227,-4.373584
1.946607,-4.384469
1.969997,-4.388551
1.993387,-4.389912
2.016768,-4.391272
2.040158,-4.391272
,
,
1.595807,-4.127319
1.619197,-4.127319
1.642577,-4.127319
1.665967,-4.125959
1.689357,-4.124598
1.712737,-4.121877
1.736127,-4.120517
1.759517,-4.119156
1.782897,-4.117795
1.806287,-4.117795
1.829677,-4.116435
1.853057,-4.116435
1.876447,-4.115074
1.899837,-4.115074
1.923227,-4.115074
1.946607,-4.115074
1.969997,-4.116435
1.993387,-4.116435
2.016768,-4.116435
2.040158,-4.116435
,
,
1.595807,-3.972213
1.619197,-3.972213
1.642577,-3.972213
1.665967,-3.972213
1.689357,-3.970852
1.712737,-3.969492
1.736127,-3.968132
1.759517,-3.966771
1.782897,-3.965411
1.806287,-3.962689
1.829677,-3.959968
1.853057,-3.955887
1.876447,-3.951804
1.899837,-3.946362
1.923227,-3.939559
1.946607,-3.932756
1.969997,-3.924593
1.993387,-3.915069
2.016768,-3.904184
2.040158,-3.890579
,
,
1.595807,-3.608938
1.619197,-3.610299
1.642577,-3.61438
1.665967,-3.621184
1.689357,-3.630708
1.712737,-3.642953
1.736127,-3.656559
1.759517,-3.672885
1.782897,-3.689213
1.806287,-3.708261
1.829677,-3.728669
1.853057,-3.747717
1.876447,-3.768126
1.899837,-3.788535
1.923227,-3.808944
1.946607,-3.826631
1.969997,-3.845679
1.993387,-3.862006
2.016768,-3.876973
2.040158,-3.890579
,
,
1.595807,-2.905518
1.619197,-2.904158
1.642577,-2.900077
1.665967,-2.894634
1.689357,-2.88511
1.712737,-2.874225
1.736127,-2.86062
1.759517,-2.844292
1.782897,-2.827965
1.806287,-2.808917
1.829677,-2.789869
1.853057,-2.76946
1.876447,-2.749051
1.899837,-2.730003
1.923227,-2.710955
1.946607,-2.694629
1.969997,-2.681022
1.993387,-2.670138
2.016768,-2.663335
2.040158,-2.660614
,
,
1.595807,-2.868783
1.619197,-2.868783
1.642577,-2.864701
1.665967,-2.86062
1.689357,-2.853817
1.712737,-2.844292
1.736127,-2.834768
1.759517,-2.821163
1.782897,-2.807556
1.806287,-2.79123
1.829677,-2.773542
1.853057,-2.754494
1.876447,-2.734086
1.899837,-2.712316
1.923227,-2.691907
1.946607,-2.670138
1.969997,-2.648369
1.993387,-2.62796
2.016768,-2.608912
2.040158,-2.598027
,
,
1.595807,-2.606191
1.619197,-2.60483
1.642577,-2.602109
1.665967,-2.596667
1.689357,-2.589864
1.712737,-2.58034
1.736127,-2.570816
1.759517,-2.55857
1.782897,-2.546325
1.806287,-2.53272
1.829677,-2.521835
1.853057,-2.517753
1.876447,-2.516392
1.899837,-2.517753
1.923227,-2.521835
1.946607,-2.528638
1.969997,-2.538162
1.993387,-2.550407
2.016768,-2.564013
2.040158,-2.572177
,
,
1.595807,-2.588503
1.619197,-2.587143
1.642577,-2.584421
1.665967,-2.578979
1.689357,-2.570816
1.712737,-2.562653
1.736127,-2.553129
1.759517,-2.543604
1.782897,-2.535441
1.806287,-2.527277
1.829677,-2.519113
1.853057,-2.505508
1.876447,-2.491902
1.899837,-2.478297
1.923227,-2.466051
1.946607,-2.455167
1.969997,-2.445643
1.993387,-2.437479
2.016768,-2.432036
2.040158,-2.426594
,
,
1.595807,-2.497344
1.619197,-2.497344
1.642577,-2.494624
1.665967,-2.491902
1.689357,-2.489181
1.712737,-2.483739
1.736127,-2.478297
1.759517,-2.471493
1.782897,-2.466051
1.806287,-2.459249
1.829677,-2.452445
1.853057,-2.445643
1.876447,-2.4402
1.899837,-2.434758
1.923227,-2.429316
1.946607,-2.426594
1.969997,-2.423873
1.993387,-2.423873
2.016768,-2.423873
2.040158,-2.426594
,
,
1.595807,-1.878281
1.619197,-1.879641
1.642577,-1.883723
1.665967,-1.889165
1.689357,-1.898689
1.712737,-1.909574
1.736127,-1.92318
1.759517,-1.939507
1.782897,-1.955833
1.806287,-1.974882
1.829677,-1.99393
1.853057,-2.014339
1.876447,-2.034747
1.899837,-2.053795
1.923227,-2.072844
1.946607,-2.08917
1.969997,-2.104137
1.993387,-2.115021
2.016768,-2.121825
2.040158,-2.123185
,
,
1.595807,-1.66467
1.619197,-1.66467
1.642577,-1.66467
1.665967,-1.66467
1.689357,-1.66467
1.712737,-1.663309
1.736127,-1.661948
1.759517,-1.659227
1.782897,-1.656506
1.806287,-1.652424
1.829677,-1.648342
1.853057,-1.64154
1.876447,-1.632016
1.899837,-1.622492
1.923227,-1.608886
1.946607,-1.59392
1.969997,-1.576232
1.993387,-1.555823
2.016768,-1.531333
2.040158,-1.505482
,
,
1.595807,-0.943562
1.619197,-0.947644
1.642577,-0.955808
1.665967,-0.970774
1.689357,-0.989822
1.712737,-1.015673
1.736127,-1.044245
1.759517,-1.075539
1.782897,-1.110913
1.806287,-1.147649
1.829677,-1.185746
1.853057,-1.223842
1.876447,-1.263299
1.899837,-1.302755
1.923227,-1.340851
1.946607,-1.377587
1.969997,-1.412962
1.993387,-1.445616
2.016768,-1.476909
2.040158,-1.505482
,
,
1.595807,1.840184
1.619197,1.842906
1.642577,1.85379
1.665967,1.868757
1.689357,1.890526
1.712737,1.916377
1.736127,1.94631
1.759517,1.977603
1.782897,2.008896
1.806287,2.04019
1.829677,2.068762
1.853057,2.095973
1.876447,2.120464
1.899837,2.140873
1.923227,2.15856
1.946607,2.173527
1.969997,2.185772
1.993387,2.195296
2.016768,2.20482
2.040158,2.212983
,
,
1.595807,2.51095
1.619197,2.508229
1.642577,2.500066
1.665967,2.487821
1.689357,2.470133
1.712737,2.449724
1.736127,2.427955
1.759517,2.404825
1.782897,2.380335
1.806287,2.357205
1.829677,2.334075
1.853057,2.313666
1.876447,2.294618
1.899837,2.276931
1.923227,2.263325
1.946607,2.249719
1.969997,2.238834
1.993387,2.229311
2.016768,2.221147
2.040158,2.212983
,
,
1.595807,2.632042
1.619197,2.6266
1.642577,2.612994
1.665967,2.592585
1.689357,2.568095
1.712737,2.540883
1.736127,2.513672
1.759517,2.489181
1.782897,2.468772
1.806287,2.453806
1.829677,2.444282
1.853057,2.442921
1.876447,2.448364
1.899837,2.460609
1.923227,2.479657
1.946607,2.504148
1.969997,2.53272
1.993387,2.559931
2.016768,2.583061
2.040158,2.592585
,
,
1.595807,3.267433
1.619197,3.268793
1.642577,3.274236
1.665967,3.279678
1.689357,3.286481
1.712737,3.290563
1.736127,3.290563
1.759517,3.28512
1.782897,3.275596
1.806287,3.257909
1.829677,3.233418
1.853057,3.202125
1.876447,3.164029
1.899837,3.12049
1.923227,3.07287
1.946607,3.022528
1.969997,2.973547
1.993387,2.930009
2.016768,2.898716
2.040158,2.886471
,
,
1.595807,3.876973
1.619197,3.879694
1.642577,3.885136
1.665967,3.89466
1.689357,3.908266
1.712737,3.924593
1.736127,3.946362
1.759517,3.970853
1.782897,4.000785
1.806287,4.03344
1.829677,4.068814
1.853057,4.108271
1.876447,4.150449
1.899837,4.193988
1.923227,4.238887
1.946607,4.285146
1.969997,4.331407
1.993387,4.342291
2.016768,4.346373
2.040158,4.347733
,
,
1.595807,4.155891
1.619197,4.157252
1.642577,4.161334
1.665967,4.166776
1.689357,4.1763
1.712737,4.185824
1.736127,4.19807
1.759517,4.213036
1.782897,4.228003
1.806287,4.242969
1.829677,4.259295
1.853057,4.274262
1.876447,4.289228
1.899837,4.302834
1.923227,4.31644
1.946607,4.325964
1.969997,4.335488
1.993387,4.376306
2.016768,4.422565
2.040158,4.466104
,
,
1.595807,4.804888
1.619197,4.806249
1.642577,4.810331
1.665967,4.815773
1.689357,4.821215
1.712737,4.822576
1.736127,4.821215
1.759517,4.815773
1.782897,4.804888
1.806287,4.791282
1.829677,4.772234
1.853057,4.749104
1.876447,4.721893
1.899837,4.69332
1.923227,4.660667
1.946607,4.626652
1.969997,4.588556
1.993387,4.55046
2.016768,4.508282
2.040158,4.466104
,
,
1.595807,4.853869
1.619197,4.862032
1.642577,4.885162
1.665967,4.923258
1.689357,4.9736
1.712737,5.030745
1.736127,5.089249
1.759517,5.13687
1.782897,5.155918
1.806287,5.150476
1.829677,5.131427
1.853057,5.109658
1.876447,5.09197
1.899837,5.077004
1.923227,5.068841
1.946607,5.063398
1.969997,5.062037
1.993387,5.062037
2.016768,5.062037
2.040158,5.062037
,
,
1.595807,5.336875
1.619197,5.342318
1.642577,5.357284
1.665967,5.384495
1.689357,5.422592
1.712737,5.474294
1.736127,5.455245
1.759517,5.447082
1.782897,5.472933
1.806287,5.531438
1.829677,5.610352
1.853057,5.696068
1.876447,5.780424
1.899837,5.859338
1.923227,5.927367
1.946607,5.98315
1.969997,6.025328
1.993387,6.055261
2.016768,6.071589
2.040158,6.07703
,
,
1.595807,5.608991
1.619197,5.602188
1.642577,5.584501
1.665967,5.555928
1.689357,5.520553
1.712737,5.485178
1.736127,5.53688
1.759517,5.611712
1.782897,5.696068
1.806287,5.788588
1.829677,5.887909
1.853057,5.991314
1.876447,6.096078
1.899837,6.203564
1.923227,6.30969
1.946607,6.414454
1.969997,6.515137
1.993387,6.611738
2.016768,6.701537
2.040158,6.784532
,
,
1.595807,6.894739
1.619197,6.886576
1.642577,6.867527
1.665967,6.837595
1.689357,6.800859
1.712737,6.762763
1.736127,6.727388
1.759517,6.697455
1.782897,6.677046
1.806287,6.667522
1.829677,6.672965
1.853057,6.692013
1.876447,6.726027
1.899837,6.775008
1.923227,6.833513
1.946607,6.887937
1.969997,6.917869
1.993387,6.904263
2.016768,6.853921
2.040158,6.784532
,
,
1.595807,7.62673
1.619197,7.625371
1.642577,7.621289
1.665967,7.614486
1.689357,7.604962
1.712737,7.591356
1.736127,7.572308
1.759517,7.550539
1.782897,7.524687
1.806287,7.493394
1.829677,7.452577
1.853057,7.407678
1.876447,7.368221
1.899837,7.336928
1.923227,7.301552
1.946607,7.279784
1.969997,7.294749
1.993387,7.293389
2.016768,7.294749
2.040158,7.294749
,
,
1.595807,7.832178
1.619197,7.824015
1.642577,7.800885
1.665967,7.770953
1.689357,7.732856
1.712737,7.692039
1.736127,7.64714
1.759517,7.599519
1.782897,7.549178
1.806287,7.500197
1.829677,7.45938
1.853057,7.421283
1.876447,7.380466
1.899837,7.338288
1.923227,7.315158
1.946607,7.300191
1.969997,7.29611
1.993387,7.369581
2.016768,7.489312
2.040158,7.638976
,
,
1.595807,8.068919
1.619197,8.081165
1.642577,8.11654
1.665967,8.165521
1.689357,8.226748
1.712737,8.293415
1.736127,8.364165
1.759517,8.433556
1.782897,8.500223
1.806287,8.557367
1.829677,8.602267
1.853057,8.629479
1.876447,8.637642
1.899837,8.629479
1.923227,8.60907
1.946607,8.400901
1.969997,8.194093
1.993387,7.995448
2.016768,7.809049
2.040158,7.638976
,
,
1.595807,9.285278
1.619197,9.283918
1.642577,9.277115
1.665967,9.26759
1.689357,9.252625
1.712737,9.236297
